"BATHRM","HF_BATHRM","AC","BEDRM","AYB","EYB","QUALIFIED","GBA","STRUCT","CNDTN","ROOF","FIREPLACES","WARD","PRICE_TRANS","GRADE_MEDIAN_PRICE"
2,0,"N",3,1909,1954,"Q",1600,"Cheap","Bad","Cheap",0,"Ward 6",670.820393249937,663.25
2,1,"Y",3,1909,1964,"Q",1600,"Expensive","Good","Cheap",0,"Ward 6",866.025403784439,663.25
1,0,"N",2,1900,1964,"U",792,"Expensive","Good","Cheap",1,"Ward 6",712.39034243875,663.25
1,0,"N",3,1907,1954,"Q",1312,"Expensive","Bad","Cheap",0,"Ward 6",632.455532033676,663.25
2,1,"Y",2,1900,1964,"Q",970,"Expensive","Good","Cheap",1,"Ward 6",866.025403784439,663.25
3,1,"Y",3,1905,1967,"Q",2322,"Expensive","Good","Cheap",2,"Ward 2",1140.17542509914,782.62
1,0,"N",3,1890,1957,"U",1862,"Expensive","Good","Cheap",0,"Ward 6",774.596669241483,782.62
3,0,"N",3,1890,1957,"Q",1670,"Expensive","Bad","Cheap",0,"Ward 6",882.751947038351,782.62
2,0,"N",5,1900,1957,"Q",2808,"Expensive","Bad","Cheap",0,"Ward 6",1004.79848726001,950.53
2,0,"N",3,1890,1947,"Q",1304,"Expensive","Bad","Cheap",0,"Ward 6",921.954445729289,782.62
1,0,"Y",3,1890,1967,"Q",1304,"Expensive","Good","Cheap",1,"Ward 6",966.953980290686,782.62
2,1,"Y",3,1900,1980,"Q",1632,"Expensive","Good","Expensive",1,"Ward 5",956.55632348545,782.62
3,1,"Y",4,1900,1969,"Q",1586,"Expensive","Good","Cheap",1,"Ward 5",966.953980290686,950.53
3,1,"Y",5,1900,1972,"Q",1794,"Expensive","Good","Cheap",1,"Ward 5",1118.03398874989,1067.71
1,0,"Y",1,1900,1964,"Q",1004,"Expensive","Good","Cheap",0,"Ward 6",857.321409974112,663.25
3,0,"Y",6,1900,1969,"Q",1372,"Expensive","Good","Cheap",0,"Ward 6",948.683298050514,950.53
2,1,"Y",3,1988,1997,"Q",2127,"Expensive","Good","Cheap",1,"Ward 2",1053.56537528527,782.62
1,0,"Y",2,1870,1954,"U",700,"Cheap","Bad","Cheap",0,"Ward 2",655.7438524302,663.25
3,2,"Y",5,1900,1969,"Q",2879,"Expensive","Good","Cheap",1,"Ward 2",1307.6696830622,950.53
3,1,"Y",4,1890,1969,"Q",1956,"Expensive","Bad","Cheap",1,"Ward 6",974.679434480896,950.53
2,1,"Y",3,1900,1967,"Q",2680,"Expensive","Good","Cheap",2,"Ward 2",1117.58668567588,782.62
3,1,"N",6,1900,1957,"U",3300,"Cheap","Bad","Cheap",2,"Ward 2",1095.44511501033,782.62
2,0,"Y",3,1900,1967,"Q",1050,"Expensive","Good","Cheap",0,"Ward 6",928.14330790024,782.62
2,1,"Y",3,2010,2013,"Q",1692,"Expensive","Good","Expensive",0,"Ward 6",987.420882906575,1067.71
2,1,"Y",3,2010,2015,"Q",1692,"Expensive","Good","Expensive",0,"Ward 6",992.47166206396,1067.71
2,1,"Y",4,1890,1967,"Q",1304,"Expensive","Bad","Cheap",1,"Ward 6",1014.88915650922,950.53
2,1,"Y",3,1914,1984,"Q",1772,"Expensive","Good","Cheap",0,"Ward 6",1048.80884817015,782.62
2,1,"Y",3,1900,1969,"Q",1338,"Expensive","Good","Cheap",0,"Ward 5",952.890339965728,950.53
1,0,"N",3,1900,1947,"Q",892,"Expensive","Bad","Cheap",0,"Ward 5",728.010988928052,782.62
2,1,"Y",3,2014,2016,"Q",1872,"Expensive","Good","Cheap",0,"Ward 5",946.044396421225,950.53
1,0,"Y",2,1900,1947,"Q",712,"Cheap","Bad","Cheap",0,"Ward 5",760.920495189872,782.62
1,1,"Y",3,1997,2004,"Q",1484,"Expensive","Bad","Cheap",0,"Ward 5",800,782.62
4,0,"Y",7,1908,1963,"Q",2610,"Expensive","Bad","Cheap",0,"Ward 6",1161.89500386223,1067.71
1,1,"N",3,1908,1960,"Q",1528,"Expensive","Bad","Cheap",0,"Ward 6",1004.98756211209,950.53
2,1,"Y",4,1908,1986,"Q",1684,"Expensive","Good","Cheap",3,"Ward 6",1072.38052947636,950.53
2,1,"Y",3,1937,1967,"Q",1224,"Expensive","Bad","Cheap",0,"Ward 6",884.604431370316,782.62
3,2,"Y",5,1898,1969,"Q",2661,"Expensive","Good","Cheap",3,"Ward 6",1120.2678251204,950.53
1,1,"Y",3,1890,1967,"Q",1368,"Expensive","Good","Expensive",1,"Ward 6",911.04335791443,782.62
1,1,"Y",2,1980,1992,"Q",1356,"Expensive","Bad","Cheap",1,"Ward 6",890.224690738243,782.62
2,2,"Y",3,1900,1969,"Q",1654,"Expensive","Good","Cheap",1,"Ward 6",943.133076506174,950.53
3,1,"Y",4,1890,1969,"Q",1836,"Expensive","Good","Cheap",1,"Ward 6",969.535971483266,950.53
2,1,"Y",3,1924,1954,"Q",1980,"Expensive","Bad","Cheap",1,"Ward 5",824.621125123532,663.25
1,1,"Y",4,1924,1943,"Q",1888,"Expensive","Bad","Cheap",0,"Ward 5",731.43694191639,663.25
3,1,"Y",4,1900,1969,"Q",1640,"Expensive","Good","Cheap",1,"Ward 6",1100,950.53
3,1,"Y",4,1890,1982,"Q",1954,"Expensive","Good","Cheap",0,"Ward 6",1067.70782520313,950.53
1,0,"Y",3,1907,1967,"Q",1264,"Expensive","Good","Cheap",0,"Ward 6",902.773504263389,782.62
2,1,"Y",3,1907,1967,"Q",1282,"Expensive","Good","Cheap",1,"Ward 6",931.396800509858,782.62
1,1,"Y",2,1907,1980,"Q",1298,"Expensive","Good","Cheap",0,"Ward 6",911.04335791443,782.62
2,0,"Y",2,1907,1967,"Q",1298,"Expensive","Good","Cheap",1,"Ward 6",939.973403879067,782.62
1,0,"N",0,1900,1954,"Q",832,"Expensive","Bad","Cheap",0,"Ward 5",763.380638999968,663.25
2,0,"N",2,1941,1943,"U",1088,"Cheap","Bad","Cheap",0,"Ward 6",648.074069840786,663.25
2,0,"N",2,1941,1943,"U",1088,"Cheap","Bad","Cheap",0,"Ward 6",648.074069840786,663.25
2,0,"N",2,1941,1943,"Q",1088,"Cheap","Bad","Cheap",0,"Ward 6",624.49979983984,663.25
2,1,"Y",4,1890,1960,"Q",2479,"Expensive","Good","Cheap",2,"Ward 2",1183.21595661992,950.53
3,0,"Y",4,1900,1967,"Q",1144,"Expensive","Good","Cheap",0,"Ward 1",969.020123630051,782.62
2,0,"Y",2,1890,1964,"Q",1347,"Expensive","Good","Cheap",1,"Ward 1",891.347294829574,663.25
2,1,"Y",3,1890,1969,"Q",1198,"Expensive","Bad","Cheap",2,"Ward 1",939.148550549912,950.53
2,1,"Y",4,1890,1972,"Q",1490,"Expensive","Good","Cheap",0,"Ward 1",1048.33200847823,1067.71
3,1,"Y",3,1895,1972,"Q",1512,"Expensive","Bad","Cheap",1,"Ward 1",1070.04672795163,1067.71
2,1,"Y",3,1900,1967,"Q",1530,"Expensive","Good","Cheap",2,"Ward 1",974.62813421325,782.62
3,0,"Y",4,1890,1963,"Q",2186,"Expensive","Good","Cheap",1,"Ward 2",1264.91106406735,1067.71
3,1,"Y",3,1915,1969,"Q",1696,"Expensive","Bad","Cheap",2,"Ward 2",1176.86022959398,950.53
1,1,"Y",2,1910,1967,"Q",1008,"Cheap","Good","Cheap",1,"Ward 2",1095.44511501033,782.62
1,1,"Y",3,1908,1969,"Q",1398,"Expensive","Good","Cheap",0,"Ward 1",946.044396421225,950.53
2,1,"Y",4,1908,1969,"Q",1440,"Expensive","Good","Cheap",0,"Ward 1",1000,950.53
3,0,"Y",5,1900,1969,"Q",2380,"Expensive","Good","Cheap",1,"Ward 2",1234.90890352285,950.53
2,1,"Y",3,1870,1967,"Q",1490,"Expensive","Good","Cheap",0,"Ward 2",1048.80884817015,782.62
2,0,"Y",3,1900,1967,"Q",1494,"Expensive","Good","Cheap",1,"Ward 2",943.398643204452,782.62
1,0,"N",3,1900,1957,"Q",1632,"Expensive","Bad","Cheap",0,"Ward 2",919.809762940142,782.62
2,0,"Y",3,1967,1974,"Q",1312,"Expensive","Bad","Cheap",0,"Ward 6",873.212459828649,782.62
2,1,"Y",3,1968,1984,"Q",1696,"Expensive","Good","Cheap",0,"Ward 6",1009.95049383621,782.62
2,0,"Y",5,1920,1963,"U",2018,"Expensive","Bad","Cheap",0,"Ward 2",891.62772500635,1067.71
2,1,"Y",3,1900,1969,"U",1506,"Expensive","Bad","Cheap",0,"Ward 2",900.444334759234,950.53
2,1,"Y",3,1900,1969,"Q",1580,"Cheap","Good","Cheap",1,"Ward 2",1022.25241501304,950.53
2,1,"Y",3,1900,1967,"Q",2074,"Cheap","Bad","Cheap",1,"Ward 2",1024.69507659596,782.62
2,1,"Y",3,1912,1967,"Q",1580,"Expensive","Good","Cheap",1,"Ward 2",985.012690273582,782.62
1,0,"N",4,1912,1957,"Q",1580,"Expensive","Bad","Cheap",0,"Ward 2",908.295106229247,782.62
1,1,"Y",3,1912,1969,"Q",1580,"Expensive","Good","Cheap",1,"Ward 2",969.535971483266,950.53
1,0,"Y",1,1900,1964,"Q",560,"Expensive","Bad","Cheap",1,"Ward 2",948.683298050514,663.25
3,1,"Y",7,1912,1969,"Q",2352,"Expensive","Bad","Expensive",0,"Ward 2",1166.19037896906,950.53
2,0,"Y",3,1912,1969,"Q",1348,"Cheap","Good","Cheap",4,"Ward 2",1039.23048454133,950.53
2,0,"N",2,1939,1954,"Q",1088,"Cheap","Bad","Cheap",0,"Ward 6",716.937933157397,663.25
2,0,"N",2,1939,1954,"Q",1088,"Cheap","Bad","Cheap",0,"Ward 6",748.331477354788,663.25
2,0,"N",3,1915,1954,"Q",1260,"Cheap","Bad","Cheap",0,"Ward 6",764.852927038918,663.25
1,1,"Y",2,1940,1964,"Q",1120,"Expensive","Good","Cheap",1,"Ward 6",741.788379526129,663.25
1,2,"Y",2,1940,1964,"Q",1120,"Expensive","Good","Cheap",1,"Ward 6",720.555341386073,663.25
2,0,"N",2,1940,1954,"Q",1120,"Cheap","Bad","Cheap",0,"Ward 6",748.331477354788,663.25
2,0,"N",4,1940,1954,"Q",1120,"Cheap","Bad","Cheap",0,"Ward 6",700,663.25
2,0,"N",2,1940,1954,"Q",1120,"Cheap","Bad","Cheap",0,"Ward 6",745.65407529229,663.25
2,0,"Y",2,1940,1964,"Q",1120,"Cheap","Good","Cheap",0,"Ward 6",728.015796531916,663.25
1,1,"Y",3,1890,1967,"Q",1496,"Expensive","Good","Cheap",1,"Ward 1",961.769203083567,782.62
2,0,"Y",2,1890,1964,"Q",1496,"Expensive","Bad","Cheap",0,"Ward 1",910.494371207203,950.53
2,1,"Y",3,1890,1967,"Q",1560,"Expensive","Good","Cheap",1,"Ward 1",996.74470151589,782.62
1,0,"N",3,1890,1960,"Q",1496,"Expensive","Bad","Cheap",2,"Ward 1",880.34084308295,950.53
1,1,"Y",2,1890,1967,"Q",1024,"Expensive","Good","Cheap",0,"Ward 1",836.60026296912,782.62
2,1,"Y",2,1890,1967,"Q",1178,"Expensive","Good","Cheap",0,"Ward 1",824.560488987921,782.62
2,0,"Y",3,2002,2009,"Q",2288,"Expensive","Good","Expensive",1,"Ward 1",1118.03398874989,1140.18
3,1,"Y",3,1900,1967,"Q",1576,"Expensive","Good","Cheap",0,"Ward 6",1044.03065089106,782.62
3,1,"Y",4,1900,1964,"Q",1440,"Expensive","Good","Cheap",0,"Ward 6",948.683298050514,663.25
1,1,"N",2,1900,1954,"U",904,"Expensive","Good","Cheap",0,"Ward 6",706.399320497974,663.25
1,1,"Y",2,1900,1967,"Q",1306,"Expensive","Bad","Cheap",0,"Ward 6",839.940474081348,782.62
1,1,"Y",2,1880,1960,"Q",1392,"Expensive","Bad","Cheap",0,"Ward 2",916.242326025162,950.53
4,1,"Y",5,2001,2007,"U",2661,"Expensive","Good","Cheap",1,"Ward 2",1294.21791055448,950.53
4,0,"Y",6,1900,1960,"U",2778,"Expensive","Good","Cheap",2,"Ward 2",1118.03398874989,950.53
2,0,"Y",4,1910,1957,"Q",1558,"Expensive","Bad","Cheap",0,"Ward 1",866.025403784439,782.62
2,1,"Y",3,1892,1980,"Q",1608,"Expensive","Good","Cheap",0,"Ward 1",1151.08644332213,782.62
1,0,"Y",2,1954,1966,"Q",984,"Expensive","Bad","Cheap",0,"Ward 1",691.375440697744,782.62
1,0,"Y",2,1954,1974,"Q",984,"Expensive","Good","Cheap",1,"Ward 1",846.167832052247,782.62
2,1,"Y",2,1925,1967,"Q",984,"Expensive","Good","Cheap",0,"Ward 1",865.96766683289,782.62
1,1,"Y",2,1890,1967,"Q",984,"Expensive","Good","Cheap",1,"Ward 1",829.005428209008,782.62
1,1,"Y",2,1890,1957,"Q",984,"Expensive","Bad","Cheap",1,"Ward 1",800,782.62
1,0,"Y",2,1900,1967,"Q",912,"Expensive","Good","Cheap",1,"Ward 1",800,782.62
1,0,"N",3,1895,1957,"Q",912,"Expensive","Bad","Cheap",0,"Ward 1",891.62772500635,782.62
2,1,"N",3,1910,1978,"Q",1508,"Expensive","Good","Cheap",0,"Ward 1",930.053761886914,663.25
2,1,"Y",3,1870,1967,"Q",1813,"Expensive","Good","Cheap",0,"Ward 1",1115.79568022107,782.62
2,0,"N",4,1916,1960,"Q",2004,"Expensive","Bad","Cheap",0,"Ward 6",851.46931829632,950.53
2,0,"N",4,1900,1960,"U",1360,"Expensive","Bad","Cheap",0,"Ward 6",717.635004720366,950.53
2,1,"Y",2,2000,2007,"Q",1322,"Expensive","Good","Cheap",1,"Ward 6",926.822528858681,1067.71
3,1,"Y",3,2000,2007,"Q",1410,"Expensive","Good","Cheap",1,"Ward 6",948.156105290685,1067.71
3,1,"Y",3,2000,2007,"Q",1710,"Expensive","Good","Cheap",1,"Ward 6",1012.42283656583,1067.71
3,1,"Y",2,2001,2008,"Q",1710,"Expensive","Good","Cheap",1,"Ward 6",996.493853468249,1067.71
2,1,"Y",2,2001,2010,"Q",1758,"Expensive","Good","Cheap",1,"Ward 6",992.47166206396,1067.71
1,0,"Y",2,1955,2000,"Q",1128,"Expensive","Good","Cheap",0,"Ward 1",842.614977317636,782.62
2,0,"Y",2,1890,1967,"Q",912,"Expensive","Good","Cheap",1,"Ward 1",891.62772500635,782.62
1,0,"Y",2,1890,1967,"Q",972,"Expensive","Good","Cheap",1,"Ward 1",833.666600026653,782.62
1,1,"N",2,1890,2000,"Q",972,"Expensive","Good","Cheap",0,"Ward 1",815.475321515005,782.62
1,1,"Y",2,1890,1967,"Q",972,"Expensive","Good","Cheap",1,"Ward 1",836.660026534076,782.62
1,1,"Y",2,1890,1969,"Q",1358,"Expensive","Good","Cheap",1,"Ward 1",897.217922246318,950.53
2,1,"Y",2,1890,2001,"Q",1358,"Expensive","Good","Cheap",1,"Ward 1",905.538513813742,950.53
2,1,"Y",2,1880,1967,"Q",1740,"Expensive","Good","Cheap",1,"Ward 1",913.783344124853,782.62
4,0,"Y",3,1890,1969,"Q",1352,"Expensive","Good","Cheap",2,"Ward 1",974.679434480896,950.53
2,0,"Y",2,1900,1964,"Q",1500,"Expensive","Good","Cheap",0,"Ward 6",895.823643358446,663.25
1,0,"Y",2,1900,1954,"Q",1088,"Expensive","Bad","Cheap",0,"Ward 6",866.025403784439,663.25
2,0,"Y",2,1900,1964,"Q",1136,"Expensive","Good","Cheap",0,"Ward 6",868.907359849138,663.25
1,0,"N",2,1900,1954,"U",936,"Expensive","Bad","Cheap",0,"Ward 6",891.739872384318,663.25
2,1,"Y",4,1900,1964,"Q",1488,"Expensive","Good","Cheap",0,"Ward 6",997.496867163,663.25
1,0,"N",2,1900,1964,"U",720,"Expensive","Bad","Cheap",0,"Ward 6",655.7438524302,663.25
1,0,"N",2,1900,1943,"U",720,"Expensive","Bad","Cheap",0,"Ward 6",694.262198308391,663.25
2,1,"Y",3,1900,1964,"Q",1440,"Expensive","Good","Cheap",0,"Ward 6",938.083151964686,663.25
2,1,"Y",2,1900,1969,"Q",1358,"Expensive","Good","Cheap",1,"Ward 1",893.028554974588,950.53
2,1,"Y",2,1870,1964,"Q",1364,"Expensive","Good","Cheap",0,"Ward 6",889.381807774366,663.25
2,0,"N",3,1905,1960,"Q",1392,"Expensive","Bad","Cheap",0,"Ward 6",908.295106229247,950.53
2,0,"Y",3,1870,1954,"Q",1152,"Expensive","Bad","Expensive",1,"Ward 6",908.295106229247,663.25
1,1,"Y",3,1911,1964,"Q",1256,"Cheap","Good","Cheap",0,"Ward 6",796.241169495775,663.25
2,1,"Y",2,1970,1985,"Q",1350,"Expensive","Good","Cheap",1,"Ward 6",738.24115301167,782.62
1,1,"Y",3,1977,1985,"Q",1350,"Expensive","Bad","Cheap",1,"Ward 6",670.820393249937,782.62
2,1,"Y",2,1900,1964,"Q",1134,"Expensive","Good","Cheap",1,"Ward 5",870.631954387157,663.25
2,1,"Y",2,1890,1964,"Q",1316,"Expensive","Good","Cheap",2,"Ward 6",948.683298050514,663.25
4,0,"N",4,1890,1969,"Q",2040,"Expensive","Good","Cheap",4,"Ward 6",1140.17542509914,950.53
2,1,"Y",4,1890,1960,"U",1630,"Expensive","Bad","Cheap",1,"Ward 6",872.313017213431,950.53
2,1,"Y",3,1890,1995,"Q",1598,"Expensive","Good","Expensive",2,"Ward 6",1104.53610171873,950.53
2,1,"Y",3,1890,1969,"Q",1598,"Expensive","Good","Cheap",1,"Ward 6",904.433524367601,950.53
2,1,"Y",3,1989,1998,"U",1674,"Expensive","Good","Cheap",1,"Ward 6",857.321409974112,782.62
2,0,"Y",4,1900,1957,"Q",1450,"Expensive","Bad","Cheap",0,"Ward 5",806.845710157772,782.62
1,0,"Y",2,1978,1986,"Q",1350,"Expensive","Bad","Cheap",1,"Ward 6",670.820393249937,782.62
3,1,"Y",3,1900,1967,"Q",1708,"Expensive","Good","Cheap",0,"Ward 6",943.39811320566,782.62
2,1,"Y",3,1900,1964,"Q",900,"Expensive","Good","Cheap",1,"Ward 5",833.666600026653,663.25
2,0,"Y",4,1900,1969,"Q",1452,"Expensive","Good","Cheap",0,"Ward 5",857.321409974112,950.53
3,1,"Y",4,1907,1967,"Q",1514,"Expensive","Good","Cheap",0,"Ward 5",1003.74299499424,782.62
1,0,"N",3,1907,1947,"Q",1514,"Expensive","Bad","Cheap",0,"Ward 5",774.596669241483,782.62
2,0,"Y",3,1907,1967,"Q",1584,"Expensive","Good","Cheap",0,"Ward 5",908.295106229247,782.62
2,1,"Y",2,1875,1964,"Q",1380,"Expensive","Good","Cheap",0,"Ward 5",921.954445729289,663.25
2,0,"Y",2,1908,1964,"Q",1310,"Expensive","Bad","Cheap",1,"Ward 5",788.35271294009,663.25
3,1,"Y",3,2011,2014,"Q",1686,"Expensive","Good","Cheap",0,"Ward 6",997.496867163,1067.71
2,1,"Y",3,1890,1969,"Q",1698,"Expensive","Good","Cheap",2,"Ward 6",1072.38052947636,950.53
4,0,"N",2,1918,1954,"Q",676,"Cheap","Bad","Cheap",0,"Ward 6",784.219357067906,663.25
2,1,"Y",2,1918,1964,"U",1484,"Expensive","Good","Cheap",0,"Ward 6",946.044396421225,663.25
1,1,"Y",3,1918,1964,"Q",1560,"Expensive","Good","Cheap",0,"Ward 6",902.773504263389,663.25
2,1,"Y",3,1918,1967,"Q",1574,"Expensive","Good","Cheap",0,"Ward 6",865.765557180464,782.62
2,1,"Y",2,1918,1964,"Q",715,"Expensive","Good","Cheap",0,"Ward 6",808.702664766229,663.25
2,1,"Y",3,1906,1964,"Q",1360,"Expensive","Bad","Cheap",0,"Ward 6",866.025403784439,663.25
2,0,"N",4,1905,1964,"Q",1716,"Cheap","Good","Cheap",0,"Ward 5",897.496518099096,663.25
2,0,"Y",3,1966,1982,"Q",1312,"Expensive","Good","Cheap",0,"Ward 6",966.953980290686,782.62
2,1,"Y",3,1968,1986,"Q",1662,"Expensive","Good","Cheap",1,"Ward 6",1161.89500386223,950.53
3,0,"Y",3,1900,1969,"Q",1917,"Expensive","Good","Cheap",0,"Ward 5",963.846460801719,950.53
2,0,"Y",3,1900,1967,"Q",1320,"Expensive","Good","Cheap",1,"Ward 6",872.709000755693,782.62
1,1,"Y",2,1900,1964,"Q",900,"Expensive","Good","Cheap",0,"Ward 6",839.642781187333,663.25
3,0,"Y",2,1900,1967,"Q",1092,"Cheap","Good","Cheap",1,"Ward 6",843.800924389159,782.62
3,1,"Y",4,1937,1969,"Q",1582,"Expensive","Good","Cheap",2,"Ward 6",1036.82206766639,950.53
4,0,"Y",4,1900,1969,"Q",2114,"Expensive","Good","Cheap",2,"Ward 6",1129.15897906362,950.53
3,1,"Y",3,1900,1967,"Q",1392,"Expensive","Good","Cheap",0,"Ward 5",812.403840463596,782.62
3,0,"Y",3,1924,1967,"Q",1580,"Expensive","Good","Cheap",0,"Ward 5",908.295106229247,782.62
2,1,"Y",3,1900,1967,"Q",1294,"Expensive","Good","Cheap",0,"Ward 5",851.46931829632,782.62
4,1,"Y",4,1900,1967,"Q",2988,"Cheap","Good","Cheap",0,"Ward 5",997.496867163,782.62
2,1,"Y",4,1900,1967,"Q",1178,"Expensive","Good","Cheap",0,"Ward 5",854.400374531753,782.62
1,1,"N",3,1900,1957,"U",1482,"Expensive","Good","Cheap",1,"Ward 5",790.569415042095,782.62
3,1,"Y",4,1915,1967,"Q",1900,"Expensive","Good","Cheap",0,"Ward 5",1024.69507659596,782.62
3,0,"Y",3,1915,1967,"Q",1838,"Expensive","Good","Cheap",0,"Ward 5",908.845421400141,782.62
1,1,"Y",2,1895,1964,"Q",1050,"Expensive","Good","Cheap",0,"Ward 6",851.46931829632,663.25
3,1,"Y",4,1915,1967,"U",1892,"Expensive","Good","Cheap",0,"Ward 5",916.515138991168,782.62
2,2,"Y",3,1978,1991,"Q",1292,"Expensive","Bad","Cheap",0,"Ward 6",806.225774829855,782.62
2,0,"N",2,1941,1947,"U",1120,"Cheap","Bad","Cheap",0,"Ward 6",758.287544405155,782.62
2,0,"N",2,1941,1964,"Q",1120,"Cheap","Bad","Cheap",0,"Ward 6",880.34084308295,663.25
2,0,"N",2,1941,1943,"U",1120,"Cheap","Bad","Cheap",0,"Ward 6",758.287544405155,663.25
2,0,"N",2,1941,1943,"Q",1120,"Cheap","Bad","Cheap",0,"Ward 6",758.287544405155,663.25
1,2,"Y",3,1880,1960,"Q",1686,"Expensive","Bad","Cheap",1,"Ward 6",927.36184954957,950.53
1,1,"N",2,1880,1969,"Q",1480,"Expensive","Good","Cheap",1,"Ward 6",897.217922246318,950.53
3,1,"Y",3,1880,1982,"Q",1690,"Expensive","Good","Cheap",1,"Ward 6",1009.95049383621,950.53
3,1,"Y",4,1907,1967,"Q",1874,"Expensive","Good","Cheap",2,"Ward 6",1106.79718105893,950.53
3,0,"Y",3,1907,1982,"Q",1822,"Expensive","Good","Cheap",0,"Ward 6",964.365076099295,950.53
1,1,"N",3,1907,1957,"Q",1370,"Expensive","Good","Cheap",0,"Ward 6",886.002257333467,782.62
2,1,"Y",3,1907,1972,"Q",2042,"Expensive","Good","Expensive",0,"Ward 6",1129.15897906362,1067.71
2,1,"Y",4,1905,1964,"Q",1766,"Expensive","Good","Cheap",0,"Ward 5",821.522975941635,663.25
1,1,"Y",3,1905,1954,"U",1692,"Expensive","Bad","Cheap",0,"Ward 5",533.230719295128,663.25
1,1,"Y",4,1905,1957,"Q",1716,"Expensive","Bad","Cheap",1,"Ward 5",793.725393319377,663.25
2,1,"Y",3,1910,1967,"Q",1360,"Expensive","Good","Cheap",0,"Ward 5",857.321409974112,782.62
2,0,"Y",4,1914,1957,"U",1772,"Expensive","Bad","Cheap",0,"Ward 5",731.43694191639,782.62
2,1,"Y",3,1907,1964,"Q",1320,"Expensive","Good","Cheap",0,"Ward 5",781.024967590665,663.25
3,1,"Y",4,2011,2014,"Q",1868,"Expensive","Good","Cheap",0,"Ward 6",1095.44511501033,1140.18
3,1,"Y",3,2011,2014,"Q",1632,"Expensive","Good","Cheap",0,"Ward 6",948.695420037432,1067.71
2,0,"Y",3,1915,1982,"Q",780,"Expensive","Good","Cheap",0,"Ward 6",824.621125123532,663.25
2,1,"Y",3,1988,1997,"Q",1092,"Expensive","Good","Cheap",1,"Ward 6",864.869932417586,782.62
2,1,"Y",3,1988,1997,"Q",1020,"Expensive","Good","Cheap",0,"Ward 6",870.057469366248,782.62
2,1,"Y",3,1988,1995,"Q",1020,"Expensive","Good","Cheap",0,"Ward 6",848.528137423857,782.62
1,0,"N",2,1890,1964,"Q",870,"Expensive","Good","Cheap",0,"Ward 6",805.605362444913,663.25
1,1,"N",3,1907,1960,"Q",1458,"Expensive","Bad","Cheap",0,"Ward 6",851.46931829632,950.53
2,1,"Y",4,1915,1957,"Q",1350,"Expensive","Bad","Cheap",0,"Ward 6",913.783344124853,782.62
1,1,"Y",2,1914,1957,"Q",1382,"Expensive","Good","Cheap",0,"Ward 6",909.670269933013,782.62
3,1,"Y",3,1912,1964,"Q",1528,"Expensive","Good","Expensive",0,"Ward 6",1041.63333279998,663.25
2,1,"Y",3,1890,1964,"Q",1440,"Expensive","Good","Cheap",1,"Ward 6",916.515138991168,663.25
2,1,"Y",3,1900,1967,"Q",1356,"Expensive","Good","Cheap",1,"Ward 6",923.922074636168,782.62
1,0,"N",3,1900,1957,"U",1356,"Expensive","Bad","Cheap",0,"Ward 6",827.647267862342,782.62
1,0,"N",3,1890,1943,"Q",1544,"Expensive","Bad","Cheap",0,"Ward 6",800,663.25
3,2,"Y",5,1880,1969,"Q",2386,"Expensive","Good","Cheap",2,"Ward 6",1272.79220613579,950.53
1,0,"N",2,1973,1986,"Q",1180,"Expensive","Good","Cheap",0,"Ward 6",865.96766683289,663.25
3,1,"Y",5,1890,1969,"U",1961,"Expensive","Good","Cheap",1,"Ward 6",1140.17542509914,950.53
3,0,"Y",4,1880,1967,"Q",1934,"Expensive","Good","Cheap",1,"Ward 6",1161.89500386223,782.62
2,0,"Y",4,1905,1964,"Q",1713,"Expensive","Good","Cheap",0,"Ward 5",908.295106229247,663.25
2,1,"Y",3,1900,1982,"Q",1588,"Expensive","Good","Cheap",0,"Ward 6",974.679434480896,950.53
2,1,"Y",3,1890,1980,"Q",2064,"Expensive","Good","Cheap",1,"Ward 6",948.156105290685,782.62
1,0,"Y",3,1900,1954,"Q",1444,"Expensive","Bad","Cheap",1,"Ward 6",827.647267862342,663.25
1,1,"Y",2,1890,1957,"Q",1170,"Expensive","Good","Cheap",1,"Ward 6",888.256719648098,663.25
2,1,"N",3,1890,1969,"Q",1178,"Expensive","Good","Cheap",0,"Ward 6",994.484791236145,950.53
3,0,"Y",3,1890,1950,"U",1178,"Expensive","Bad","Cheap",2,"Ward 6",860.813568666294,950.53
2,0,"N",3,1911,1960,"U",1556,"Expensive","Good","Cheap",1,"Ward 6",954.986910905066,950.53
3,1,"Y",3,1968,1977,"Q",2964,"Expensive","Good","Cheap",3,"Ward 6",1039.23048454133,782.62
2,1,"Y",2,1900,1967,"Q",1410,"Expensive","Good","Cheap",0,"Ward 5",866.024826433977,782.62
2,0,"Y",2,1900,1967,"Q",1400,"Expensive","Good","Cheap",1,"Ward 5",875.214259481643,782.62
1,1,"N",3,1900,1960,"U",1170,"Expensive","Bad","Cheap",0,"Ward 5",741.619848709566,950.53
2,0,"Y",3,1900,1969,"Q",1170,"Expensive","Good","Cheap",1,"Ward 5",843.504593941254,950.53
1,1,"Y",2,1900,1964,"Q",1056,"Expensive","Good","Cheap",0,"Ward 5",840.238061504,663.25
3,0,"Y",6,1900,1967,"Q",1304,"Cheap","Good","Cheap",0,"Ward 5",803.977611628583,782.62
3,1,"Y",4,1800,1967,"Q",1760,"Expensive","Good","Cheap",0,"Ward 6",1206.23380818148,782.62
